TEST VIEW OF `daylight_weather.csv` OUTPUT [`writers` | 18w, 34, 37 ]

        Date        |         Hr         |        Min         |      Temp (F)      |   Wind Spd (mph)   |Wind Direction (deg)|Peak Wind Gust(mph) | Low Cloud Ht (ft)  |  Visibility (mi)   
     09/29/2021     |         08         |         35         |         56         |         3          |        130         |        16*         |       11000        |         10         |                    
     09/29/2021     |         09         |         15         |         61         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         09         |         35         |         62         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         09         |         55         |         63         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         10         |         15         |         65         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         10         |         35         |         65         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         10         |         55         |         66         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         11         |         15         |         67         |         3          |         70         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         11         |         35         |         68         |         3          |         70         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         11         |         55         |         68         |         3          |         40         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         12         |         15         |         69         |         3          |        350         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         12         |         35         |         70         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         12         |         55         |         71         |         3          |        110         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         13         |         15         |         71         |         5          |        350         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         13         |         35         |         71         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         13         |         55         |         72         |         3          |         40         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         14         |         15         |         73         |         5          |         20         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         14         |         35         |         72         |         3          |        350         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         14         |         55         |         72         |         3          |        350         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         15         |         15         |         74         |         5          |        350         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         15         |         55         |         73         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         16         |         15         |         73         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         16         |         35         |         72         |         0          |         0          |        16*         |       11000*       |         10         |       either       
     09/29/2021     |         16         |         55         |         72         |         3          |         70         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         17         |         15         |         72         |         3          |        140         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         17         |         35         |         71         |         3          |         30         |        16*         |       11000*       |         10         |                    
     09/29/2021     |         17         |         55         |         69         |         3          |         30         |        16*         |        7220        |         10         |                    
     09/29/2021     |         18         |         15         |         67         |         0          |         0          |        16*         |        7220        |         10         |       either       
     09/29/2021     |         18         |         35         |         64         |         0          |         0          |        16*         |        7220        |         10         |       either       
     09/30/2021     |         06         |         15         |         45         |         0          |         0          |        16*         |       7220*        |         7          |       either       
     09/30/2021     |         06         |         35         |         45         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         06         |         55         |         45         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         07         |         15         |         46         |         0          |         0          |        16*         |       7220*        |         7          |       either       
     09/30/2021     |         07         |         35         |         47         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         07         |         55         |         51         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         08         |         15         |         54         |         3          |        130         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         08         |         55         |         59         |         5          |        120         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         09         |         35         |         62         |         5          |        120         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         09         |         55         |         64         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         10         |         15         |         65         |         3          |        170         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         10         |         35         |         66         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         10         |         55         |         66         |         3          |        150         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         11         |         15         |         67         |         3          |        150         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         11         |         35         |         69         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         11         |         55         |         70         |         5          |         20         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         12         |         15         |         70         |         5          |         40         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         12         |         35         |         71         |         3          |        360         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         12         |         55         |         71         |         3          |        350         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         13         |         15         |         72         |         5          |        310         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         13         |         35         |         72         |         5          |        340         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         14         |         35         |         74         |         5          |         10         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         14         |         55         |         73         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         15         |         35         |         74         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     09/30/2021     |         15         |         55         |         74         |         5          |         60         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         16         |         35         |         73         |         5          |         20         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         17         |         15         |         72         |         3          |         50         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         17         |         35         |         71         |         3          |         60         |        16*         |       7220*        |         10         |                    
     09/30/2021     |         17         |         55         |         69         |         5          |        180         |        16*         |        7220        |         10         |                    
     09/30/2021     |         18         |         15         |         65         |         3          |         80         |        16*         |        7220        |         10         |                    
     09/30/2021     |         18         |         35         |         63         |         3          |        150         |        16*         |        7220        |         10         |                    
     10/01/2021     |         06         |         35         |         47         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/01/2021     |         06         |         55         |         48         |         5          |        110         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         07         |         35         |         51         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/01/2021     |         07         |         55         |         53         |         3          |        140         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         08         |         35         |         59         |         3          |        160         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         08         |         55         |         61         |         3          |        160         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         09         |         15         |         64         |         5          |        170         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         09         |         35         |         65         |         5          |        150         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         10         |         35         |         70         |         10         |        140         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         14         |         15         |         76         |         5          |        210         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         14         |         55         |         76         |         5          |        210         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         15         |         15         |         77         |         3          |        210         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         16         |         35         |         76         |         3          |        230         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         17         |         35         |         73         |         5          |        160         |        16*         |       7220*        |         10         |                    
     10/01/2021     |         18         |         35         |         65         |         3          |        140         |        16*         |       7220*        |         10         |                    
     10/02/2021     |         06         |         15         |         54         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         06         |         35         |         56         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         06         |         55         |         54         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         07         |         15         |         56         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         07         |         35         |         58         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         07         |         55         |         61         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         08         |         15         |         62         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         08         |         35         |         64         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         08         |         55         |         65         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         09         |         15         |         66         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/02/2021     |         09         |         35         |         67         |         5          |         20         |        16*         |       7220*        |         10         |                    
     10/02/2021     |         09         |         55         |         69         |         5          |        140         |        16*         |       7220*        |         10         |                    
     10/02/2021     |         10         |         15         |         69         |         5          |        160         |        16*         |       7220*        |         10         |                    
     10/02/2021     |         10         |         35         |         71         |         5          |        150         |        16*         |       7220*        |         10         |                    
     10/02/2021     |         11         |         15         |         71         |         5          |        150         |        16*         |       12000        |         10         |                    
     10/02/2021     |         11         |         55         |         72         |         5          |        190         |        16*         |       12000        |         10         |                    
     10/02/2021     |         12         |         55         |         75         |         5          |        190         |        16*         |       10000        |         10         |                    
     10/02/2021     |         13         |         15         |         76         |         3          |        190         |        16*         |       10000        |         10         |                    
     10/02/2021     |         13         |         35         |         77         |         5          |        200         |        16*         |       10000        |         10         |                    
     10/02/2021     |         15         |         55         |         72         |         5          |        190         |        18*         |        2900        |         10         |                    
     10/03/2021     |         12         |         35         |         73         |         5          |        240         |        18*         |        2000        |         10         |                    
     10/03/2021     |         12         |         55         |         74         |         5          |        240         |        18*         |        2000        |         10         |                    
     10/03/2021     |         13         |         55         |         73         |         5          |        210         |        18*         |        2000        |         7          |                    
     10/03/2021     |         15         |         15         |         74         |         3          |        240         |        18*         |        2300        |         10         |                    
     10/03/2021     |         16         |         35         |         72         |         5          |        260         |        18*         |        4400        |         10         |                    
     10/03/2021     |         16         |         55         |         71         |         5          |        270         |        18*         |        8000        |         10         |                    
     10/03/2021     |         17         |         35         |         70         |         5          |        280         |        18*         |       8000*        |         10         |                    
     10/03/2021     |         17         |         55         |         70         |         3          |        270         |        18*         |        2200        |         10         |                    
     10/03/2021     |         18         |         15         |         68         |         0          |         0          |        18*         |        2200        |         10         |       either       
     10/03/2021     |         18         |         35         |         67         |         5          |        180         |        18*         |        8000        |         10         |                    
     10/04/2021     |         06         |         15         |         63         |         3          |         50         |        17*         |        8000        |         10         |                    
     10/04/2021     |         06         |         35         |         63         |         3          |        130         |        17*         |       12000        |         7          |                    
     10/05/2021     |         17         |         35         |         65         |         0          |         0          |        16*         |        2000        |         10         |       either       
     10/05/2021     |         17         |         55         |         65         |         5          |         70         |        16*         |        2400        |         10         |                    
     10/05/2021     |         18         |         15         |         65         |         0          |         0          |        16*         |        2600        |         10         |       either       
     10/05/2021     |         18         |         35         |         63         |         0          |         0          |        16*         |        3100        |         10         |       either       
     10/07/2021     |         15         |         35         |         69         |         0          |         0          |        16*         |        3100        |         7          |       either       
     10/07/2021     |         15         |         55         |         69         |         3          |        110         |        16*         |        2600        |         5          |                    
     10/08/2021     |         14         |         15         |         74         |         5          |        190         |        16*         |        2000        |         10         |                    
     10/08/2021     |         14         |         55         |         72         |         3          |        140         |        16*         |        2500        |         10         |                    
     10/08/2021     |         15         |         55         |         65         |         0          |         0          |        16*         |        4900        |         7          |       either       
     10/08/2021     |         16         |         15         |         66         |         3          |        140         |        16*         |       10000        |         10         |                    
     10/08/2021     |         16         |         35         |         66         |         3*         |        140*        |        16*         |        4500        |         10         |                    
     10/08/2021     |         16         |         55         |         68         |         5          |        100         |        16*         |        4700        |         10         |                    
     10/08/2021     |         17         |         15         |         68         |         5          |        110         |        16*         |       12000        |         10         |                    
     10/08/2021     |         17         |         55         |         66         |         0          |         0          |        16*         |       12000        |         10         |       either       
     10/08/2021     |         18         |         15         |         66         |         3          |        200         |        16*         |       11000        |         10         |                    
     10/08/2021     |         18         |         35         |         65         |         5          |        140         |        16*         |        9500        |         7          |                    
     10/09/2021     |         10         |         55         |         68         |         3          |        120         |        16*         |       11000        |         10         |                    
     10/09/2021     |         11         |         15         |         68         |         5          |         70         |        16*         |       10000        |         10         |                    
     10/09/2021     |         12         |         15         |         72         |         5          |        150         |        16*         |        2400        |         10         |                    
     10/09/2021     |         13         |         15         |         70         |         5          |        270         |        16*         |        2500        |         10         |                    
     10/09/2021     |         13         |         35         |         71         |         3          |        270         |        16*         |        2500        |         10         |                    
     10/09/2021     |         13         |         55         |         72         |         5          |        270         |        16*         |        2700        |         10         |                    
     10/09/2021     |         14         |         15         |         72         |         5          |        240         |        16*         |        2500        |         10         |                    
     10/09/2021     |         14         |         35         |         71         |         0          |         0          |        16*         |        2900        |         10         |       either       
     10/09/2021     |         14         |         55         |         72         |         5          |        230         |        16*         |        2900        |         10         |                    
     10/09/2021     |         15         |         15         |         72         |         3          |        230         |        16*         |        3000        |         10         |                    
     10/09/2021     |         15         |         35         |         72         |         0          |         0          |        16*         |        3000        |         10         |       either       
     10/09/2021     |         15         |         55         |         73         |         3          |        260         |        16*         |        3000        |         10         |                    
     10/09/2021     |         16         |         15         |         73         |         5          |        210         |        16*         |        3200        |         10         |                    
     10/09/2021     |         16         |         35         |         72         |         5          |        160         |        16*         |        4000        |         10         |                    
     10/09/2021     |         16         |         55         |         72         |         0          |         0          |        16*         |        3300        |         10         |       either       
     10/09/2021     |         17         |         15         |         72         |         0          |         0          |        16*         |        3300        |         10         |       either       
     10/09/2021     |         17         |         35         |         71         |         5          |        120         |        16*         |        4600        |         10         |                    
     10/09/2021     |         17         |         55         |         69         |         0          |         0          |        16*         |       4600*        |         10         |       either       
     10/09/2021     |         18         |         15         |         66         |         0          |         0          |        16*         |       4600*        |         10         |       either       
     10/10/2021     |         06         |         55         |         64         |         3          |        140         |        16*         |        9500        |         10         |                    
     10/10/2021     |         08         |         55         |         67         |         10         |        140         |        16*         |       7000*        |         10         |                    
     10/10/2021     |         17         |         35         |         75         |         5          |        160         |        16*         |       3500*        |         10         |                    
     10/10/2021     |         17         |         55         |         74         |         0          |         0          |        16*         |       3500*        |         10         |       either       
     10/10/2021     |         18         |         15         |         72         |         3          |        130         |        16*         |       3500*        |         10         |                    
     10/11/2021     |         06         |         55         |         64         |         3          |        150         |        16*         |       3500*        |         10         |                    
     10/11/2021     |         07         |         15         |         65         |         5          |        140         |        16*         |       3500*        |         10         |                    
     10/11/2021     |         07         |         55         |         66         |         10         |        140         |         16         |       3500*        |         10         |                    
     10/12/2021     |         08         |         55         |         65         |         5          |        140         |        17*         |        2300        |         10         |                    
     10/12/2021     |         09         |         15         |         64         |         5          |        170         |        17*         |        2100        |         10         |                    
     10/12/2021     |         09         |         35         |         64         |         3          |        200         |         17         |        2100        |         10         |                    
     10/13/2021     |         13         |         55         |         72         |         5          |        280         |        16*         |       3000*        |         10         |                    
     10/13/2021     |         15         |         15         |         72         |         5          |        230         |        16*         |       3000*        |         10         |                    
     10/13/2021     |         16         |         15         |         72         |         5          |        250         |        16*         |       3000*        |         10         |                    
     10/13/2021     |         16         |         35         |         71         |         3          |        250         |        16*         |       3000*        |         10         |                    
     10/13/2021     |         16         |         55         |         70         |         0          |         0          |        16*         |       3000*        |         10         |       either       
     10/13/2021     |         17         |         15         |         69         |         3          |        210         |        16*         |       3000*        |         10         |                    
     10/13/2021     |         17         |         55         |         67         |         0          |         0          |        16*         |        6000        |         10         |       either       
     10/13/2021     |         18         |         15         |         66         |         0          |         0          |        16*         |        6000        |         10         |       either       
     10/14/2021     |         10         |         55         |         73         |         5          |        230         |        18*         |        2200        |         10         |                    
     10/14/2021     |         12         |         15         |         76         |         5          |        200         |        18*         |        2500        |         10         |                    
     10/14/2021     |         12         |         35         |         78         |         5          |        190         |        18*         |        2700        |         10         |                    
     10/17/2021     |         06         |         35         |         45         |         3          |        260         |        18*         |        8000        |         10         |                    
     10/17/2021     |         06         |         55         |         45         |         3          |        250         |        18*         |        8000        |         10         |                    
     10/17/2021     |         07         |         15         |         46         |         5          |        250         |        18*         |        7000        |         10         |                    
     10/17/2021     |         07         |         35         |         46         |         3          |        250         |        18*         |        7000        |         10         |                    
     10/17/2021     |         07         |         55         |         46         |         3          |        270         |        18*         |        7000        |         10         |                    
     10/18/2021     |         06         |         35         |         37         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         06         |         55         |         39         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         07         |         15         |         39         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         07         |         35         |         41         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         07         |         55         |         43         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         08         |         15         |         46         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         08         |         35         |         48         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         08         |         55         |         51         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         09         |         15         |         53         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         09         |         35         |         55         |         3          |        260         |        16*         |       6500*        |         10         |                    
     10/18/2021     |         10         |         15         |         59         |         0          |         0          |        16*         |       6500*        |         10         |       either       
     10/18/2021     |         10         |         55         |         60         |         5          |        270         |        16*         |       6500*        |         10         |                    
     10/18/2021     |         11         |         15         |         62         |         3          |        310         |        16*         |       6500*        |         10         |                    
     10/18/2021     |         12         |         35         |         64         |         5          |        260         |        16*         |       6500*        |         10         |                    
     10/18/2021     |         13         |         15         |         66         |         5          |        310         |        16*         |       6500*        |         10         |                    
     10/18/2021     |         14         |         15         |         67         |         3          |        330         |        16*         |       6500*        |         10         |                    
     10/18/2021     |         14         |         35         |         67         |         5          |        290         |         16         |       6500*        |         10         |                    
     10/18/2021     |         17         |         15         |         65         |         5          |        320         |        18*         |       6500*        |         10         |                    
     10/18/2021     |         17         |         55         |         62         |         0          |         0          |        18*         |       6500*        |         10         |       either       
     10/18/2021     |         18         |         15         |         58         |         0          |         0          |        18*         |       6500*        |         10         |       either       
     10/19/2021     |         06         |         35         |         49         |         3          |        160         |        18*         |        7220        |         10         |                    
     10/19/2021     |         06         |         55         |         49         |         3          |        190         |        18*         |        7220        |         10         |                    
     10/19/2021     |         07         |         15         |         49         |         3          |        190         |        18*         |        7220        |         10         |                    
     10/19/2021     |         07         |         35         |         50         |         3          |        190         |        18*         |        7220        |         10         |                    
     10/19/2021     |         07         |         55         |         51         |         5          |        210         |        18*         |        7220        |         10         |                    
     10/19/2021     |         08         |         15         |         53         |         5          |        220         |        18*         |        7220        |         10         |                    
     10/19/2021     |         08         |         35         |         54         |         3          |        220         |        18*         |        7220        |         10         |                    
     10/19/2021     |         08         |         55         |         56         |         0          |         0          |        18*         |        7220        |         10         |       either       
     10/19/2021     |         09         |         55         |         60         |         0          |         0          |        18*         |        7220        |         10         |       either       
     10/19/2021     |         10         |         55         |         64         |         3          |        220         |        18*         |        7220        |         10         |                    
     10/19/2021     |         11         |         35         |         67         |         3          |         60         |        18*         |        7220        |         10         |                    
     10/19/2021     |         16         |         35         |         70         |         5          |        240         |        16*         |        7220        |         10         |                    
     10/19/2021     |         16         |         55         |         68         |         5          |        250         |        16*         |       7220*        |         10         |                    
     10/19/2021     |         17         |         15         |         67         |         5          |        100         |        16*         |       7220*        |         10         |                    
     10/19/2021     |         17         |         35         |         66         |         3          |        270         |        16*         |       7220*        |         10         |                    
     10/19/2021     |         17         |         55         |         65         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/19/2021     |         18         |         15         |         61         |         0          |         0          |        16*         |       7220*        |         10         |       either       
     10/20/2021     |         06         |         35         |         49         |         3          |        160         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         06         |         55         |         49         |         5          |        170         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         07         |         15         |         49         |         3          |        170         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         07         |         35         |         49         |         3          |        160         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         07         |         55         |         51         |         3          |        210         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         08         |         15         |         53         |         3          |        210         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         08         |         35         |         55         |         3          |        220         |        16*         |       7220*        |         10         |                    
     10/20/2021     |         09         |         15         |         58         |         5          |        230         |        16*         |       10000        |         10         |                    
     10/20/2021     |         09         |         35         |         59         |         5          |        230         |        16*         |       10000        |         10         |                    
